"ppntID","gender","age","language","country","screenheight","screenwidth"
9771416,"male","31","english","United States",1080,1920
4152833,"male","31","english","United States",900,1600
5191370,"female","55","english","United States",768,1366
5191370,"female","55","english","United States",768,1366
6478299,"female","48","english","United States",720,1280
4736832,"male","27","english","United States",900,1600
3927860,"male","22","english","United States",864,1536
7372613,"male","25","english","United States",1080,1920
1823738,"male","35","english","United States",1080,1920
2656338,"male","55","english","United States",768,1366
