"ppntID","questiontext","text","hm_options","bookend_labels","response","responseTime"
"5411356","Is this sentence grammatical?","He looked up the number.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","5",1562636594885
"5411356","Is this sentence grammatical?","The guards employed for the arms-reduction treaty signing ceremonies were from a neutral third country.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","5",1562636603398
"7871037","Is this sentence acceptable?","The letters from the real estate company’s lawyers is short and polite.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","3",1562684380128
"5411356","Is this sentence grammatical?","The crime that the gangster who the story had profiled had planned for weeks was quickly solved.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","2",1562636608518
"5411356","Is this sentence grammatical?","William perhaps should be drowning.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","4",1562636612172
"5411356","Is this sentence grammatical?","I want to swim.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","5",1562636614457
"5411356","Is this sentence grammatical?","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","1",1562636625829
"5411356","Is this sentence grammatical?","The mechanics who repaired the limousine’s rear tire is in a feud with my cousin’s friend’s family.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","1",1562636632719
"5411356","Is this sentence grammatical?","The mother who the gun that the sister found frightened greeted the grandmother.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","1",1562636640215
"5411356","Is this sentence grammatical?","The label on the bottles are quite hard to read.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","1",1562636647408
"5411356","Is this sentence grammatical?","The table was being heavy.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","1",1562636649429
"5411356","Is this sentence grammatical?","Sarah expected to get a good grade.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","5",1562636651967
"5411356","spacer_screen","This block of questions asks you to judge how acceptable a sentence is. Here 'acceptable' means 'well-formed' or 'natural sounding'. The sentences here range in acceptability from very good to very poor, please use the rating scale to indicate where each sentence falls in this range.",0,"Continue_button_only","continue",1562636664523
"5411356","Is this sentence acceptable?","The cousin who the diamond that the peasant described hated the uncle.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1562636675747
"5411356","Is this sentence acceptable?","Benjamin caused the book to go to Ross.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","2",1562636679665
"5411356","Is this sentence acceptable?","The check from the indicted Wall Street stockbrokers bounce, as you expected.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","2",1562636683651
"5411356","Is this sentence acceptable?","The conductor who the choirmaster that the worker ignored berated the musician.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","2",1562636688547
"5411356","Is this sentence acceptable?","Bill reading Shakespeare satisfied me.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","4",1562636691017
"5411356","Is this sentence acceptable?","The names on the enormous highway billboards belong to a local real-estate agent.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","4",1562636695485
"5411356","Is this sentence acceptable?","Where did Peter see the whisper?",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","3",1562636699639
"7871037","Is this sentence acceptable?","It’s quarter past four.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","5",1562684385399
"5411356","Is this sentence acceptable?","The lecture that the professor who the newspaper story had just profiled in detail was teaching poorly was not well attended.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","2",1562636707748
"5411356","Is this sentence acceptable?","The cleaner who the ball that the doctor recognised hurt surprised the patient.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1562636721575
"5411356","Is this sentence acceptable?","Dragons have most been neutered.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","2",1562636724759
"5411356","Is this sentence acceptable?","The picture that the artist who the school was hurriedly copying was printed in a magazine.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","2",1562636736996
"5411356","Is this sentence acceptable?","Which player did you ask which game played?",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1562636743812
"5411356","Is this sentence acceptable?","The doors to the President’s private offices are rarely open.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","5",1562636748481
"5411356","Is this sentence acceptable?","He sorted out the confusion.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","5",1562636750015
"5411356","Is this sentence acceptable?","They rely on Marty.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","5",1562636751405
"5411356","Is this sentence acceptable?","Ron definitely has painted a wall.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","4",1562636754671
"5411356","Is this sentence acceptable?","Mandy’s hopping team transplanted her.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","3",1562636759402
"5411356","Is this sentence acceptable?","The trophy that the athlete who the restaurant had hired as a spokesman had won at the track meet.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","2",1562636769754
"5411356","Is this sentence acceptable?","Enkidu do released birds.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1562636772273
"5411356","Is this sentence acceptable?","The labels on the bottles are quite hard to read.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","4",1562636777893
"5411356","Is this sentence acceptable?","The detective who solved the murder is at the door.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","5",1562636784615
"5411356","Is this sentence acceptable?","The artist who the computer that the guard shouted at annoyed instructed the newscaster.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","2",1562636790326
"5411356","Is this sentence acceptable?","Benjamin passed Lee the hat.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","5",1562636793074
"5411356","Is this sentence acceptable?","You said she digested yourself.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1562636798413
"5411356","Is this sentence acceptable?","The shirt that the seamstress who the immigration officer had investigated last week was carefully mending.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","2",1562636807958
"7871037","spacer_screen","This block of questions asks you to judge how acceptable a sentence is. Here 'acceptable' means 'well-formed' or 'natural sounding'. The sentences here range in acceptability from very good to very poor, please use the rating scale to indicate where each sentence falls in this range.",0,"Continue_button_only","continue",1562684372369
"7871037","Is this sentence acceptable?","There is a cartoon of Albert in the song.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","4",1562684388602
"7871037","Is this sentence acceptable?","Jason found those Madeline had destroyed the planets.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","2",1562684393996
"7871037","Is this sentence acceptable?","The Gorgon is easy to slay.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","5",1562684396711
"7871037","Is this sentence acceptable?","Lucy’s pique for David",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","3",1562684399648
"7871037","Is this sentence acceptable?","It’s a quarter past seventy.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","3",1562684401906
"7871037","Is this sentence acceptable?","Vampires have many become vegetarian.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1562684405234
"7871037","Is this sentence acceptable?","The guards employed for the arms-reduction treaty signing ceremonies were from a neutral third country.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","4",1562684413917
"7871037","Is this sentence acceptable?","We all thought he to be unhappy.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1562684417430
"7871037","Is this sentence acceptable?","The policy that the governors recommended were hugely unpopular.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1562684423186
"7871037","Is this sentence acceptable?","The defect in the cars are not obvious except to experts.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1562684478005
"7871037","Is this sentence acceptable?","The bridges to the islands are very crowded.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","5",1562684481491
"7871037","Is this sentence acceptable?","The boy that liked the colorful garter snake hides motionless behind a tree.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","5",1562684486359
"7871037","Is this sentence acceptable?","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","3",1562684492266
"7871037","Is this sentence acceptable?","The detective who solved the murders are at the door.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1562684496253
"7871037","Is this sentence acceptable?","What she imagined that was the door was opened.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1562684499734
"7871037","Is this sentence acceptable?","We believed Zeus to be omnipotent.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","4",1562684502326
"7871037","Is this sentence acceptable?","The slogans on the posters are offensive to vegetarians.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","5",1562684506070
"7871037","Is this sentence acceptable?","Who was that Plato loved obvious?",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1562684508941
"7871037","Is this sentence acceptable?","The artist who the sportsman that the guard shouted at instructed the newscaster.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1562684526392
"7871037","Is this sentence acceptable?","Jason intended for to learn magic.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1562684528334
"7871037","Is this sentence acceptable?","Jason persuaded Mandy to desert her family.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","4",1562684531955
"7871037","Is this sentence acceptable?","Mandy exclaimed if the brick was stewed.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","4",1562684534414
"7871037","Is this sentence acceptable?","Mandy attempted her to flee.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1562684537951
"7871037","spacer_screen","This block of questions asks you to judge if a sentence makes sense. Please answer 'Yes' if the sentence is meaningful, or 'No' if it is not.",0,"Continue_button_only","continue",1562684544544
"7871037","Does this sentence make sense?","Ron asked that the cake was finished.",6,"[""Definitely</br> does not make sense"",""Mostly </br> does not make sense"",""Close but </br> does not make sense"",""Barely </br> makes sense"",""Mostly </br> makes sense"",""Definitely </br> makes sense""]","4",1562684554732
