"ppntID","questiontext","text","hm_options","bookend_labels","response","responseTime"
"8851512","Is this a valid <em>grammatical</em> English sentence?","The pictures on the postcards are of a Dutch farm.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","5",1549991089557
"8851512","Is this a valid <em>grammatical</em> English sentence?","The main advantage of microchipping your pet is that pets without microchips are ever lost for long.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","1",1549991105715
"8851512","Is this a valid <em>grammatical</em> English sentence?","Some swim instructors with experience would ever recommend underwater distance training.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","1",1549991123152
"8851512","Is this a valid <em>grammatical</em> English sentence?","I believed a friend of Andy satisfied.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","0",1549991133695
"5926988","spacer_screen","This block of questions asks you to judge how acceptable a sentence is. Here 'acceptable' means 'well-formed' or 'natural sounding'. The sentences here range in acceptability from very good to very poor, please use the rating scale to indicate where each sentence falls in this range.",0,"Continue_button_only","continue",1549991086438
"8851512","Is this a valid <em>grammatical</em> English sentence?","By 5 o'clock more busy telemarketers had taken an easy call than the lazy telemarketer did.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","5",1549991145774
"5926988","Is this an <em>acceptable</em> English sentence?","There is likely to spread a disease around the world.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1549991095495
"8851512","Is this a valid <em>grammatical</em> English sentence?","The son who the loudspeaker that the teacher saw disturbed visited the grandfather.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","0",1549991152802
"6444061","spacer_screen","This block of questions asks you to judge if a sentence is grammatical or not. It doesn't matter if the sentence is ugly or even makes no sense: please answer 'Yes' if it is a valid construction in English or 'No' if it is not.",0,"Continue_button_only","continue",1549991160643
"8851512","Is this a valid <em>grammatical</em> English sentence?","There has been a woman considered desperate.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","3",1549991162286
"5926988","Is this an <em>acceptable</em> English sentence?","The worker who the tenant that the foreman looked for injured questioned the shepherd.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1549991105473
"6444061","Is this a valid <em>grammatical</em> English sentence?","Most cricket players from Australia have ever run faster than Ponting.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","0",1549991170499
"5926988","Is this an <em>acceptable</em> English sentence?","The keys to the cabinet is on the table.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","3",1549991115531
"8851512","Is this a valid <em>grammatical</em> English sentence?","The slogans on the poster is offensive to vegetarians.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","0",1549991172675
"8851512","Is this a valid <em>grammatical</em> English sentence?","Sarah gave more children than Susan did candy.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","5",1549991178090
"5926988","Is this an <em>acceptable</em> English sentence?","The pharmacist who the optician that the stranger saw questioned the customer.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","2",1549991121211
"5926988","Is this an <em>acceptable</em> English sentence?","No voice actors who do major cartoons get any fans approaching them in the street.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","3",1549991126343
"8851512","Is this a valid <em>grammatical</em> English sentence?","The actor hired to do the commercial is boring and uninspired.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","5",1549991183721
"6444061","Is this a valid <em>grammatical</em> English sentence?","The monologue that the actor who the movie industry had snubbed repeatedly was extremely well written.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","5",1549991189574
"5926988","Is this an <em>acceptable</em> English sentence?","The policies that the governors recommended were hugely unpopular.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","5",1549991134235
"5926988","Is this an <em>acceptable</em> English sentence?","The game that the child who the lawnmower had startled in the yard lasted for hours.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","3",1549991145791
"6517208","spacer_screen","This block of questions asks you to judge how acceptable a sentence is. Here 'acceptable' means 'well-formed' or 'natural sounding'. The sentences here range in acceptability from very good to very poor, please use the rating scale to indicate where each sentence falls in this range.",0,"Continue_button_only","continue",1549991287541
"6517208","Is this an <em>acceptable</em> English sentence?","Every pirate with no beard has ever beaten me at cards.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","3",1549991291081
"5926988","Is this an <em>acceptable</em> English sentence?","Last year more young people were reading War & Peace than old men were.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","3",1549991156100
"6517208","Is this an <em>acceptable</em> English sentence?","The artist who the computer that the guard shouted at instructed the newscaster.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1549991296210
"6517208","Is this an <em>acceptable</em> English sentence?","The professors who criticized the new deans accept the new era grudgingly.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","4",1549991299689
"5926988","Is this an <em>acceptable</em> English sentence?","Many cricket players who are not from Australia have ever run faster than Ponting.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","2",1549991163036
"6517208","Is this an <em>acceptable</em> English sentence?","The entrance to the world-famous biology laboratory is visible from the street.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","5",1549991302595
"6517208","Is this an <em>acceptable</em> English sentence?","The computers installed in the missile are less powerful than your phone.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","4",1549991306356
"5926988","Is this an <em>acceptable</em> English sentence?","The bridges to the islands are very crowded.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","5",1549991167876
"6517208","Is this an <em>acceptable</em> English sentence?","Leslie is certain that these clothes Harold will wash.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","2",1549991310778
"8851512","Is this a valid <em>grammatical</em> English sentence?","That week more female students handed in a short term paper than male students did.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","5",1549991228910
"5926988","Is this an <em>acceptable</em> English sentence?","The key to the cabinet is on the table.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","5",1549991171736
"6517208","Is this an <em>acceptable</em> English sentence?","That week more German architects continued working on a big project than French architects did.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","3",1549991316775
"6517208","Is this an <em>acceptable</em> English sentence?","Nobody other than the vegetarian ate any spinach.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","5",1549991319656
"5926988","Is this an <em>acceptable</em> English sentence?","The novel that the horror author who the publishing company had recently fired had typed quickly.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","2",1549991182321
"8851512","Is this a valid <em>grammatical</em> English sentence?","Dana hopes for everyone to succeed that you do.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","4",1549991240695
"6517208","Is this an <em>acceptable</em> English sentence?","The guard employed for the arms-reduction treaty signing ceremonies were from a neutral third country.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","2",1549991327486
"5926988","Is this an <em>acceptable</em> English sentence?","John wants for everyone to have fun that you do.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1549991189177
"8851512","Is this a valid <em>grammatical</em> English sentence?","The cousin who the brother that the peasant described hated the uncle.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","1",1549991246661
"6517208","Is this an <em>acceptable</em> English sentence?","The carpenter who the craftsman that the peasant carried supervised the apprentice.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1549991331473
"5926988","Is this an <em>acceptable</em> English sentence?","I expect that everyone will praise Ricky that you do.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","2",1549991193947
"6517208","Is this an <em>acceptable</em> English sentence?","The crime that the gangster who the story had profiled was quickly solved.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1549991338372
"6517208","Is this an <em>acceptable</em> English sentence?","The painter who the musician that the friend liked admired the poet.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1549991341341
"6517208","Is this an <em>acceptable</em> English sentence?","The bridges to the islands are very crowded.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","4",1549991344590
"5926988","Is this an <em>acceptable</em> English sentence?","The crimes that troubled the detective was not what you might expect.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","3",1549991206123
"8851512","Is this a valid <em>grammatical</em> English sentence?","Who did the coach trade an enemy of to another team?",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","1",1549991264656
"6517208","Is this an <em>acceptable</em> English sentence?","The prayer that the monk who the religious fanatic was chanting every day was echoing in the empty church.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1549991349329
"6517208","Is this an <em>acceptable</em> English sentence?","The trader who the businessman that the professor hired annoyed the investor.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1549991356851
"8851512","Is this a valid <em>grammatical</em> English sentence?","At Peter's party more toddlers ate a tasty strawberry cupcake than the high schooler did.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","5",1549991274563
"5926988","Is this an <em>acceptable</em> English sentence?","Who did the coach trade an enemy of to another team?",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","2",1549991217733
"6517208","Is this an <em>acceptable</em> English sentence?","This year more football fans bought a home game ticket than the hockey fan did.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1549991362500
"8851512","Is this a valid <em>grammatical</em> English sentence?","The detectives who solved the murders is at the door.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","0",1549991283822
"6517208","Is this an <em>acceptable</em> English sentence?","The painter who the musician that the father missed cooked for the artist.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1549991366120
"5926988","Is this an <em>acceptable</em> English sentence?","The tables that the students painted look nice.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","5",1549991229196
"8851512","Is this a valid <em>grammatical</em> English sentence?","Sarah expected to get a good grade.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","5",1549991288393
"6517208","Is this an <em>acceptable</em> English sentence?","The policy that the governors recommended were hugely unpopular.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1549991373741
"5926988","Is this an <em>acceptable</em> English sentence?","The receptionists who greeted the distinguished visitors were fluent in Spanish.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","4",1549991236938
"6517208","Is this an <em>acceptable</em> English sentence?","The monologue that the actor who the movie industry had snubbed repeatedly was performing last month was extremely well written.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","2",1549991382036
"8851512","Is this a valid <em>grammatical</em> English sentence?","Him would have been fired.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","0",1549991300355
"8851512","spacer_screen","This block of questions asks you to judge how acceptable a sentence is. Here 'acceptable' means 'well-formed' or 'natural sounding'. The sentences here range in acceptability from very good to very poor, please use the rating scale to indicate where each sentence falls in this range.",0,"Continue_button_only","continue",1549991302586
"5926988","Is this an <em>acceptable</em> English sentence?","No singer that the venue hosted had any problem selling tickets.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","4",1549991245623
"6517208","Is this an <em>acceptable</em> English sentence?","The artist who the sportsman that the guard shouted at instructed the newscaster.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1549991386016
"5926988","Is this an <em>acceptable</em> English sentence?","Natalie pushed the window opened.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","3",1549991249217
"6517208","Is this an <em>acceptable</em> English sentence?","The crimes that troubled the detectives were not what what you might expect.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","4",1549991389184
"5926988","Is this an <em>acceptable</em> English sentence?","Most cricket players from Australia have ever run faster than Ponting.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","2",1549991254301
"6517208","Is this an <em>acceptable</em> English sentence?","The lecture that the professor who the newspaper story had just profiled in detail was teaching poorly was not well attended.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1549991394687
"8851512","Is this an <em>acceptable</em> English sentence?","The receptionists who greeted the distinguished visitor was fluent in Spanish.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","5",1549991312994
"6517208","Is this an <em>acceptable</em> English sentence?","A pirate with no beard has ever beaten me at cards.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1549991398310
"5926988","Is this an <em>acceptable</em> English sentence?","The bed was slept in wearing no clothes.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1549991260287
"6517208","Is this an <em>acceptable</em> English sentence?","This week more hard-working students continued writing their thesis than the lazy student did.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","3",1549991403724
"6517208","Is this an <em>acceptable</em> English sentence?","At the party more seniors were talking with the professors than the junior was.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","2",1549991408481
"6517208","Is this an <em>acceptable</em> English sentence?","The slogans on the poster is offensive to vegetarians.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1549991411498
"5926988","Is this an <em>acceptable</em> English sentence?","There has been a woman considered desperate.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1549991271960
"6517208","Is this an <em>acceptable</em> English sentence?","The monologue that the actor who the movie industry was performing last month was extremely well written.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1549991416415
"5926988","Is this an <em>acceptable</em> English sentence?","In September more New Yorkers attended law school than Candace did all of last year.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","2",1549991279334
"6517208","Is this an <em>acceptable</em> English sentence?","Greg put more onions in the soup than Lana did in the salad.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","4",1549991419210
"8851512","Is this an <em>acceptable</em> English sentence?","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1549991339099
"6517208","Is this an <em>acceptable</em> English sentence?","The cleaner who the ball that the doctor recognised surprised the patient.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1549991422998
"5926988","Is this an <em>acceptable</em> English sentence?","Ashley suggested to Michael he should throw a party.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","4",1549991285556
"6517208","Is this an <em>acceptable</em> English sentence?","In September more New Yorkers attended law school than Candace did all of last year.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","1",1549991428728
"6517208","spacer_screen","This block of questions asks you to judge if a sentence is grammatical or not. It doesn't matter if the sentence is ugly or even makes no sense: please answer 'Yes' if it is a valid construction in English or 'No' if it is not.",0,"Continue_button_only","continue",1549991430718
"5926988","Is this an <em>acceptable</em> English sentence?","Last week more History majors continued writing their literature essay than English majors did.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","3",1549991293746
"8851512","Is this an <em>acceptable</em> English sentence?","The memos from the accountants flutter to the floor unnoticed.",6,"[""Highly </br>unacceptable"",""Unacceptable"",""Somewhat </br>unacceptable"",""Somewhat </br>acceptable"",""Acceptable"",""Highly </br>acceptable""]","4",1549991354294
"6517208","Is this a valid <em>grammatical</em> English sentence?","At the party more seniors were talking with the professors than juniors were.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","4",1549991437919
