"text","stim_type","item_type","canon_status.x","mean_time","canonstatus","is_acceptable","is_grammatical","canon_status.y"
"A superhero without a cape has ever missed a chance to flaunt  it.","NPI","Partial match NPI",FALSE,-0.152121815468979,FALSE,NA,1.77777777777778,FALSE
"At Peter's party more toddlers ate a tasty strawberry cupcake than high schoolers did.","comparison","control",TRUE,0.147254667257297,TRUE,NA,3.96296296296296,TRUE
"At Peter's party more toddlers ate a tasty strawberry cupcake than high schoolers did.","comparison","control",TRUE,0.358260655735259,TRUE,3.89473684210526,NA,TRUE
"At Peter's party more toddlers ate a tasty strawberry cupcake than the high schooler did.","comparison","illusion",FALSE,0.290502027267129,FALSE,2.94117647058824,NA,FALSE
"At Peter's party more toddlers ate a tasty strawberry cupcake than the high schooler did.","comparison","illusion",FALSE,0.685541539743251,FALSE,NA,3.38709677419355,FALSE
"At the bridal shower more family members drank a tall glass of champagne than Fiona did.","comparison","illusion",FALSE,-0.19407519020588,FALSE,3.36842105263158,NA,FALSE
"At the bridal shower more family members drank a tall glass of champagne than Fiona did.","comparison","illusion",FALSE,0.333388174643043,FALSE,NA,3.55172413793103,FALSE
"At the bridal shower more family members drank a tall glass of champagne than friends did.","comparison","control",TRUE,0.151285573376838,TRUE,NA,3.52941176470588,TRUE
"At the bridal shower more family members drank a tall glass of champagne than friends did.","comparison","control",TRUE,0.336418958271807,TRUE,3.4,NA,TRUE
"At the new cafe more women tried a new green tea drink than reluctant men did.","comparison","control",TRUE,0.310841624165874,TRUE,NA,3.85185185185185,TRUE
"At the new cafe more women tried a new green tea drink than reluctant men did.","comparison","control",TRUE,0.367311182366346,TRUE,3.25,NA,TRUE
"At the new cafe more women tried a new green tea drink than the reluctant man did.","comparison","illusion",FALSE,0.244700357704441,FALSE,2.96153846153846,NA,FALSE
"At the new cafe more women tried a new green tea drink than the reluctant man did.","comparison","illusion",FALSE,0.34517712920387,FALSE,NA,3.07407407407407,FALSE
"At the party more seniors were talking with the professors than juniors were.","comparison","control",TRUE,-0.106191728509114,TRUE,4.03703703703704,NA,TRUE
"At the party more seniors were talking with the professors than juniors were.","comparison","control",TRUE,0.139080737174937,TRUE,NA,4.14814814814815,TRUE
"At the party more seniors were talking with the professors than the junior was.","comparison","illusion",FALSE,0.0821488828342443,FALSE,NA,2.43478260869565,FALSE
"At the party more seniors were talking with the professors than the junior was.","comparison","illusion",FALSE,0.563237317485368,FALSE,2.17391304347826,NA,FALSE
"Before exams ended more undergrads handed in a final paper than grad students did.","comparison","control",TRUE,0.221515909455041,TRUE,3.55,NA,TRUE
"Before exams ended more undergrads handed in a final paper than grad students did.","comparison","control",TRUE,0.605481667816836,TRUE,NA,3.9375,TRUE
"Before exams ended more undergrads handed in a final paper than the grad student did.","comparison","illusion",FALSE,0.291401907065401,FALSE,NA,3.5,FALSE
"Before exams ended more undergrads handed in a final paper than the grad student did.","comparison","illusion",FALSE,0.352548070874557,FALSE,3.125,NA,FALSE
"Ben is hopeful for everyone to attend that you are.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.203604274076807,TRUE,1.14285714285714,NA,TRUE
"Ben is hopeful for everyone to attend that you are.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.0324532835542951,TRUE,NA,1.44444444444444,TRUE
"Brent signaled to Samantha to excuse himself.","expert_vs_ppnt_clash","linguistsNO_ppntsYES",FALSE,-0.418124430917904,FALSE,4.09677419354839,NA,FALSE
"Brent signaled to Samantha to excuse himself.","expert_vs_ppnt_clash","linguistsNO_ppntsYES",FALSE,-0.31539003861655,FALSE,NA,3.92307692307692,FALSE
"By 5 o'clock more busy telemarketers had taken an easy call than lazy telemarketers did.","comparison","control",TRUE,0.140170868968698,TRUE,3,NA,TRUE
"By 5 o'clock more busy telemarketers had taken an easy call than lazy telemarketers did.","comparison","control",TRUE,0.170775414842549,TRUE,NA,3.88888888888889,TRUE
"By 5 o'clock more busy telemarketers had taken an easy call than the lazy telemarketer did.","comparison","illusion",FALSE,0.22664261972603,FALSE,3,NA,FALSE
"By 5 o'clock more busy telemarketers had taken an easy call than the lazy telemarketer did.","comparison","illusion",FALSE,0.267185755666587,FALSE,NA,3,FALSE
"Dana hopes for everyone to succeed that you do.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.480234591555648,TRUE,1.125,NA,TRUE
"Dana hopes for everyone to succeed that you do.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.120932905132085,TRUE,NA,0.285714285714286,TRUE
"Down which street drove two cars?","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.481654197725448,TRUE,3.09090909090909,NA,TRUE
"Down which street drove two cars?","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.397597239999699,TRUE,NA,3.25,TRUE
"During that war more middle-aged Alabamans were exposed to combat than the young Alaskan was.","comparison","illusion",FALSE,0.396551317741354,FALSE,2.52173913043478,NA,FALSE
"During that war more middle-aged Alabamans were exposed to combat than the young Alaskan was.","comparison","illusion",FALSE,0.573225213832958,FALSE,NA,3.42105263157895,FALSE
"During that war more middle-aged Alabamans were exposed to combat than young Alaskans were.","comparison","control",TRUE,0.304919172282034,TRUE,NA,4.57142857142857,TRUE
"During that war more middle-aged Alabamans were exposed to combat than young Alaskans were.","comparison","control",TRUE,0.514146462244226,TRUE,4.03703703703704,NA,TRUE
"Each performance involving this style of mask has ever been traditional on Palau.","NPI","Unlicensed NPI",FALSE,0.122024985195864,FALSE,1.69230769230769,NA,FALSE
"Each performance involving this style of mask has ever been traditional on Palau.","NPI","Unlicensed NPI",FALSE,1.09113759595513,FALSE,NA,1.30769230769231,FALSE
"Emma thought for a moment her friend was at the door.","expert_vs_ppnt_clash","linguistsNO_ppntsYES",FALSE,-0.521268237881166,FALSE,4.375,NA,FALSE
"Emma thought for a moment her friend was at the door.","expert_vs_ppnt_clash","linguistsNO_ppntsYES",FALSE,-0.381532626730404,FALSE,NA,4.19354838709677,FALSE
"Every island that has ground birds has any rats.","NPI","Unlicensed NPI",FALSE,-0.091518955537922,FALSE,NA,1.1,FALSE
"Every island that has ground birds has any rats.","NPI","Unlicensed NPI",FALSE,0.107787997280312,FALSE,1.4,NA,FALSE
"Everyone who believed ever said so much as a word about it.","NPI","Unlicensed NPI",FALSE,-0.434054869348798,FALSE,0.625,NA,FALSE
"Everyone who believed ever said so much as a word about it.","NPI","Unlicensed NPI",FALSE,-0.402508889496416,FALSE,NA,1.125,FALSE
"Every pirate with no beard has ever beaten me at cards.","NPI","Unlicensed NPI",FALSE,-0.270162316497647,FALSE,NA,1.83333333333333,FALSE
"Every pirate with no beard has ever beaten me at cards.","NPI","Unlicensed NPI",FALSE,-0.218526362538101,FALSE,1.90909090909091,NA,FALSE
"Every superhero with a cape has ever missed a chance to flaunt  it.","NPI","Unlicensed NPI",FALSE,-0.282713173951927,FALSE,NA,1.125,FALSE
"Every superhero with a cape has ever missed a chance to flaunt  it.","NPI","Unlicensed NPI",FALSE,-0.191050442917249,FALSE,1.61904761904762,NA,FALSE
"Few gamblers with a system have ever finished ahead.","NPI","Valid NPI",TRUE,-0.239667047037771,TRUE,NA,3.54166666666667,TRUE
"Few gamblers with a system have ever finished ahead.","NPI","Valid NPI",TRUE,-0.114257707906327,TRUE,3.88461538461538,NA,TRUE
"Few islands that have ground birds have any rats.","NPI","Valid NPI",TRUE,-0.187474268653058,TRUE,NA,3.73913043478261,TRUE
"Few islands that have ground birds have any rats.","NPI","Valid NPI",TRUE,0.0371587640649007,TRUE,3.69565217391304,NA,TRUE
"Greg put more onions in the soup than Lana did in the salad.","expert_vs_ppnt_clash","linguistsNO_ppntsYES",FALSE,-0.381872220624972,FALSE,4.17647058823529,NA,FALSE
"Greg put more onions in the soup than Lana did in the salad.","expert_vs_ppnt_clash","linguistsNO_ppntsYES",FALSE,-0.265363113427401,FALSE,NA,4.7,FALSE
"He anticipates that everyone will meet Susie that you do.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.579571681861744,TRUE,0.571428571428571,NA,TRUE
"He anticipates that everyone will meet Susie that you do.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.0718460239373177,TRUE,NA,2.2,TRUE
"He envied me my success after the promotion.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.616118229802156,TRUE,1.88888888888889,NA,TRUE
"He envied me my success after the promotion.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.245851716963543,TRUE,NA,2.625,TRUE
"I anticipate that everybody will visit Jack that you do.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.503600670553382,TRUE,1.125,NA,TRUE
"I anticipate that everybody will visit Jack that you do.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.349880937823299,TRUE,NA,1,TRUE
"I anticipate that everybody will watch Melissa that you do.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.22764447684763,TRUE,NA,1,TRUE
"I anticipate that everybody will watch Melissa that you do.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.00793770205288005,TRUE,3.25,NA,TRUE
"I anticipate that everyone will see John that you do.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,0.0137676540866955,TRUE,1.9,NA,TRUE
"I anticipate that everyone will see John that you do.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,0.464850792098224,TRUE,NA,0.5,TRUE
"I believed a friend of Andy satisfied.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.437812195304069,TRUE,1,NA,TRUE
"I believed a friend of Andy satisfied.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.154475589574608,TRUE,NA,2,TRUE
"I expect that everyone will praise Ricky that you do.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.195193465498586,TRUE,1.1875,NA,TRUE
"I expect that everyone will praise Ricky that you do.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,0.220898321168672,TRUE,NA,1.2,TRUE
"I expect that everyone will visit Mary that you do.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.438400149597639,TRUE,0.555555555555556,NA,TRUE
"I expect that everyone will visit Mary that you do.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,0.114084193380835,TRUE,NA,0.714285714285714,TRUE
"In cooking class more international students were baking butter scones than American students were.","comparison","control",TRUE,0.0839491956793981,TRUE,NA,4.45454545454545,TRUE
"In cooking class more international students were baking butter scones than American students were.","comparison","control",TRUE,0.355203401082672,TRUE,3.88888888888889,NA,TRUE
"In cooking class more international students were baking butter scones than the American student was.","comparison","illusion",FALSE,0.101896373975211,FALSE,2.92307692307692,NA,FALSE
"In cooking class more international students were baking butter scones than the American student was.","comparison","illusion",FALSE,0.305352283978033,FALSE,NA,3.15,FALSE
"In English class more girls wrote a charming haiku than boys did.","comparison","control",TRUE,-0.233936625634429,TRUE,4,NA,TRUE
"In English class more girls wrote a charming haiku than boys did.","comparison","control",TRUE,-0.177081623789668,TRUE,NA,4.07692307692308,TRUE
"In English class more girls wrote a charming haiku than I did.","comparison","illusion",FALSE,-0.275069251915498,FALSE,4.14285714285714,NA,FALSE
"In English class more girls wrote a charming haiku than I did.","comparison","illusion",FALSE,-0.197249898162119,FALSE,NA,4.11111111111111,FALSE
"In September more New Yorkers attended law school than Canadians did all of last year.","comparison","control",TRUE,-0.0692725535058028,TRUE,NA,4.44444444444444,TRUE
"In September more New Yorkers attended law school than Canadians did all of last year.","comparison","control",TRUE,0.239770522863313,TRUE,4.04347826086957,NA,TRUE
"In September more New Yorkers attended law school than Candace did all of last year.","comparison","illusion",FALSE,0.0165091212724923,FALSE,2.71428571428571,NA,FALSE
"In September more New Yorkers attended law school than Candace did all of last year.","comparison","illusion",FALSE,0.598027938704044,FALSE,NA,3.52380952380952,FALSE
"Islands that don’t have ground birds have any rats.","NPI","Partial match NPI",FALSE,-0.352934221763423,FALSE,1.1,NA,FALSE
"Islands that don’t have ground birds have any rats.","NPI","Partial match NPI",FALSE,0.269860254077959,FALSE,NA,2.33333333333333,FALSE
"It seemed at that time Adam had been fired.","expert_vs_ppnt_clash","linguistsNO_ppntsYES",FALSE,-0.394227859176601,FALSE,4.13333333333333,NA,FALSE
"It seemed at that time Adam had been fired.","expert_vs_ppnt_clash","linguistsNO_ppntsYES",FALSE,-0.302349603366884,FALSE,NA,4.53125,FALSE
"It seemed at that time Clara had been promoted.","expert_vs_ppnt_clash","linguistsNO_ppntsYES",FALSE,-0.260902607557939,FALSE,4.06896551724138,NA,FALSE
"It seemed at that time Clara had been promoted.","expert_vs_ppnt_clash","linguistsNO_ppntsYES",FALSE,-0.160941786113385,FALSE,NA,4.19230769230769,FALSE
"It seemed at that time Mark had quit.","expert_vs_ppnt_clash","linguistsNO_ppntsYES",FALSE,-0.394718567633656,FALSE,NA,4.41379310344828,FALSE
"It seemed at that time Mark had quit.","expert_vs_ppnt_clash","linguistsNO_ppntsYES",FALSE,-0.217368125582726,FALSE,4.35483870967742,NA,FALSE
"Jessica saw on the news Michael Jackson died.","expert_vs_ppnt_clash","linguistsNO_ppntsYES",FALSE,-0.507526143944652,FALSE,4.10344827586207,NA,FALSE
"Jessica saw on the news Michael Jackson died.","expert_vs_ppnt_clash","linguistsNO_ppntsYES",FALSE,-0.324501897150643,FALSE,NA,3.6551724137931,FALSE
"Jessie knows that the big solo Rachel will sing.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.260034273743681,TRUE,1.8125,NA,TRUE
"Jessie knows that the big solo Rachel will sing.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.107604092133937,TRUE,NA,1,TRUE
"Joan bought a last year house next to the house that Erin did.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.0788824448457489,TRUE,0.4,NA,TRUE
"Joan bought a last year house next to the house that Erin did.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,0.0174880286783163,TRUE,NA,1.45454545454545,TRUE
"John believes without a doubt his team will win.","expert_vs_ppnt_clash","linguistsNO_ppntsYES",FALSE,-0.672926850733271,FALSE,4.59090909090909,NA,FALSE
"John believes without a doubt his team will win.","expert_vs_ppnt_clash","linguistsNO_ppntsYES",FALSE,-0.508335748325216,FALSE,NA,4.4375,FALSE
"John put more books on the table than Bill did on the floor.","expert_vs_ppnt_clash","linguistsNO_ppntsYES",FALSE,-0.491480634171329,FALSE,NA,4.30434782608696,FALSE
"John put more books on the table than Bill did on the floor.","expert_vs_ppnt_clash","linguistsNO_ppntsYES",FALSE,-0.360646929453085,FALSE,4.18181818181818,NA,FALSE
"John wants for everyone to have fun that you do.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.408659103245598,TRUE,NA,0.928571428571429,TRUE
"John wants for everyone to have fun that you do.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.392238576087495,TRUE,0.777777777777778,NA,TRUE
"Judah confirmed that this jersey he can keep.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.39181842445852,TRUE,3,NA,TRUE
"Judah confirmed that this jersey he can keep.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,0.149125519061266,TRUE,NA,2.92307692307692,TRUE
"Kimberly wanted to give the charity something warm to wear, and give the charity a bundle of jackets she did.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,0.195657423165423,TRUE,2.4,NA,TRUE
"Kimberly wanted to give the charity something warm to wear, and give the charity a bundle of jackets she did.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,0.31210545097462,TRUE,NA,2.77777777777778,TRUE
"Kyle expects for everyone to be honest that you do.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.167724340638084,TRUE,NA,1.77777777777778,TRUE
"Kyle expects for everyone to be honest that you do.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.114446225479399,TRUE,0.846153846153846,NA,TRUE
"Larry cooked her husband the meal.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.366162778333296,TRUE,NA,4.90909090909091,TRUE
"Larry cooked her husband the meal.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,0.0773590610910721,TRUE,3.4,NA,TRUE
"Last month more junior employees prolonged their vacation than senior employees did.","comparison","control",TRUE,-0.131626772495053,TRUE,4.2962962962963,NA,TRUE
"Last month more junior employees prolonged their vacation than senior employees did.","comparison","control",TRUE,-0.130828742022406,TRUE,NA,4.04545454545455,TRUE
"Last month more junior employees prolonged their vacation than the senior employee did.","comparison","illusion",FALSE,-0.0286554948639093,FALSE,3.52173913043478,NA,FALSE
"Last month more junior employees prolonged their vacation than the senior employee did.","comparison","illusion",FALSE,0.367472074043494,FALSE,NA,3.1,FALSE
"Last month more lawyers were writing their big report than company executives were.","comparison","control",TRUE,0.0722718036879268,TRUE,3.75757575757576,NA,TRUE
"Last month more lawyers were writing their big report than company executives were.","comparison","control",TRUE,0.432224171734822,TRUE,NA,3.9375,TRUE
"Last month more lawyers were writing their big report than the company executive was.","comparison","illusion",FALSE,0.144349340133933,FALSE,2.72,NA,FALSE
"Last month more lawyers were writing their big report than the company executive was.","comparison","illusion",FALSE,0.267808190324424,FALSE,NA,2.35294117647059,FALSE
"Last summer more famous bands had a big stadium show than lesser-known bands did.","comparison","control",TRUE,0.343678709962374,TRUE,4.04545454545455,NA,TRUE
"Last summer more famous bands had a big stadium show than lesser-known bands did.","comparison","control",TRUE,0.378841169013674,TRUE,NA,3.90322580645161,TRUE
"Last summer more famous bands had a big stadium show than the lesser-known band did.","comparison","illusion",FALSE,0.134967052272665,FALSE,3.125,NA,FALSE
"Last summer more famous bands had a big stadium show than the lesser-known band did.","comparison","illusion",FALSE,0.328914385496036,FALSE,NA,3.45,FALSE
"Last week more History majors continued writing their literature essay than English majors did.","comparison","control",TRUE,0.0536136666996171,TRUE,3.76190476190476,NA,TRUE
"Last week more History majors continued writing their literature essay than English majors did.","comparison","control",TRUE,0.466028714247619,TRUE,NA,3.91666666666667,TRUE
"Last week more History majors continued writing their literature essay than the English major did.","comparison","illusion",FALSE,0.28127145109812,FALSE,3.27272727272727,NA,FALSE
"Last week more History majors continued writing their literature essay than the English major did.","comparison","illusion",FALSE,0.556190916097286,FALSE,NA,2.27272727272727,FALSE
"Last year more professional writers published an acclaimed novel than amateur authors did.","comparison","control",TRUE,-0.203704233948654,TRUE,NA,4.22727272727273,TRUE
"Last year more professional writers published an acclaimed novel than amateur authors did.","comparison","control",TRUE,0.143201993611334,TRUE,3.72727272727273,NA,TRUE
"Last year more professional writers published an acclaimed novel than the amateur author did.","comparison","illusion",FALSE,0.0440102745577408,FALSE,NA,4.25,FALSE
"Last year more professional writers published an acclaimed novel than the amateur author did.","comparison","illusion",FALSE,0.239949805613347,FALSE,3.08,NA,FALSE
"Last year more young people were reading War & Peace than old men were.","comparison","control",TRUE,-0.168141291961184,TRUE,NA,3.88888888888889,TRUE
"Last year more young people were reading War & Peace than old men were.","comparison","control",TRUE,0.275395537698699,TRUE,3.91304347826087,NA,TRUE
"Last year more young people were reading War & Peace than the old man was.","comparison","illusion",FALSE,-0.198438465619442,FALSE,2.57692307692308,NA,FALSE
"Last year more young people were reading War & Peace than the old man was.","comparison","illusion",FALSE,-0.119421306957164,FALSE,NA,2.8695652173913,FALSE
"Leslie is certain that these clothes Harold will wash.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.163447071166431,TRUE,1.625,NA,TRUE
"Leslie is certain that these clothes Harold will wash.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.0860222694956304,TRUE,NA,1.875,TRUE
"Many cricket players who are not from Australia have ever run faster than Ponting.","NPI","Partial match NPI",FALSE,0.0298263660486193,FALSE,1.05263157894737,NA,FALSE
"Many cricket players who are not from Australia have ever run faster than Ponting.","NPI","Partial match NPI",FALSE,0.0397027350382248,FALSE,NA,0.909090909090909,FALSE
"Many musicians who could play sitar ever recorded their most popular works.","NPI","Unlicensed NPI",FALSE,0.01535753220518,FALSE,1.61904761904762,NA,FALSE
"Many musicians who could play sitar ever recorded their most popular works.","NPI","Unlicensed NPI",FALSE,0.159765685947676,FALSE,NA,1.36363636363636,FALSE
"Many musicians who never played sitar ever recorded their most popular works.","NPI","Partial match NPI",FALSE,0.0937013568111741,FALSE,NA,2,FALSE
"Many musicians who never played sitar ever recorded their most popular works.","NPI","Partial match NPI",FALSE,0.138592972379304,FALSE,0.777777777777778,NA,FALSE
"Many skyscrapers not from the 80’s ever brought their designers fame.","NPI","Partial match NPI",FALSE,-0.0204385401153943,FALSE,1.33333333333333,NA,FALSE
"Many skyscrapers not from the 80’s ever brought their designers fame.","NPI","Partial match NPI",FALSE,0.108836516270835,FALSE,NA,2.55555555555556,FALSE
"Mark sailed the Caribbean and Cathy flew to the Mediterranean.","expert_vs_ppnt_clash","linguistsNO_ppntsYES",FALSE,-0.413828330938706,FALSE,NA,4.57894736842105,FALSE
"Mark sailed the Caribbean and Cathy flew to the Mediterranean.","expert_vs_ppnt_clash","linguistsNO_ppntsYES",FALSE,-0.33226330605755,FALSE,4.31428571428571,NA,FALSE
"Mary believed that Peter finished school and Bill that Peter got a job.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.2223079632642,TRUE,2,NA,TRUE
"Mary believed that Peter finished school and Bill that Peter got a job.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,0.119405028357021,TRUE,NA,1.83333333333333,TRUE
"Melanie prefers for everyone to get a raise that you do.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.0839030268120676,TRUE,1.55555555555556,NA,TRUE
"Melanie prefers for everyone to get a raise that you do.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,0.21326530373795,TRUE,NA,1.875,TRUE
"Mindy was confident that my history notes she could borrow.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.452410348704896,TRUE,1.8,NA,TRUE
"Mindy was confident that my history notes she could borrow.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,0.0290181106715534,TRUE,NA,1.4,TRUE
"Most calligraphy by Mi Fu ever bears that particular seal.","NPI","Unlicensed NPI",FALSE,-0.2199803176284,FALSE,1.90909090909091,NA,FALSE
"Most calligraphy by Mi Fu ever bears that particular seal.","NPI","Unlicensed NPI",FALSE,0.402961901564896,FALSE,NA,1.71428571428571,FALSE
"Most calligraphy not by Mi Fu ever bears that particular seal.","NPI","Partial match NPI",FALSE,0.0913488511557032,FALSE,1.55555555555556,NA,FALSE
"Most calligraphy not by Mi Fu ever bears that particular seal.","NPI","Partial match NPI",FALSE,0.104343219463111,FALSE,NA,1.8,FALSE
"Most cricket players from Australia have ever run faster than Ponting.","NPI","Unlicensed NPI",FALSE,-0.192924352272556,FALSE,1.76923076923077,NA,FALSE
"Most cricket players from Australia have ever run faster than Ponting.","NPI","Unlicensed NPI",FALSE,-0.173808437319441,FALSE,NA,0.454545454545455,FALSE
"Most gamblers with a system have ever finished ahead.","NPI","Unlicensed NPI",FALSE,-0.351104427679232,FALSE,1.77777777777778,NA,FALSE
"Most gamblers with a system have ever finished ahead.","NPI","Unlicensed NPI",FALSE,0.143872670789276,FALSE,NA,1.3,FALSE
"Most restaurants the local newspapers have recommended in their dining reviews have ever gone out of business.","NPI","Unlicensed NPI",FALSE,0.573542095700278,FALSE,1.78571428571429,NA,FALSE
"Most restaurants the local newspapers have recommended in their dining reviews have ever gone out of business.","NPI","Unlicensed NPI",FALSE,0.733488517722368,FALSE,NA,1,FALSE
"Natalie pushed the window opened.","expert_vs_ppnt_clash","linguistsNO_ppntsYES",FALSE,-0.518401235767249,FALSE,2.33333333333333,NA,FALSE
"Natalie pushed the window opened.","expert_vs_ppnt_clash","linguistsNO_ppntsYES",FALSE,-0.49910353184368,FALSE,NA,2.22222222222222,FALSE
"No authors that the critics recommended have received any acknowledgement for a best selling novel.","NPI","Valid NPI",TRUE,0.774438737890182,TRUE,NA,4.38095238095238,TRUE
"No authors that the critics recommended have received any acknowledgement for a best selling novel.","NPI","Valid NPI",TRUE,0.775469367747241,TRUE,3.6,NA,TRUE
